DriveID,DriveLabel,Path,Depth,Type,Name,Subdirs,Files,ItemCount,FileTypes,Size,SizeUnit
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b87d637de22152d5e913c.zip,,,,,1.23,GB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b872b312ee30b8fccfee6.zip,,,,,3.38,GB
3E4065FE,Cell 7,E:\,0,File,DronePhotos_Orthomosaic_WedNov05195510523682.zip,,,,,47.33,MB
3E4065FE,Cell 7,E:\,0,File,RGBM3E_Orthomosaic_WedNov05172406465613.zip,,,,,1.15,GB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b87deda6b4e5019f8a120.zip,,,,,933.86,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b87240ffa4b22ee6de4a5.zip,,,,,6.07,GB
3E4065FE,Cell 7,E:\,0,File,ThermalHotel_RadiometricThermal_WedNov05200517411208.zip,,,,,8.48,MB
3E4065FE,Cell 7,E:\,0,File,ThermalM3T_RadiometricThermal_WedNov05173005625133.zip,,,,,106.6,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b87e60c69edb5b6e7fc44.zip,,,,,175.99,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b872e99a39d0fabc94f5d.zip,,,,,1.67,GB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b87e3c07a02fbce74003f.zip,,,,,713.96,MB
3E4065FE,Cell 7,E:\,0,File,RGB_Orthomosaic_WedNov05172435519440.zip,,,,,498.53,MB
3E4065FE,Cell 7,E:\,0,File,FullThermal_RadiometricThermal_WedNov05174350179889.zip,,,,,31.38,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b8731391f36dd1949f3d8.zip,,,,,1.67,GB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b87e5c6ee021eb44e7b6b.zip,,,,,898.98,MB
3E4065FE,Cell 7,E:\,0,File,Thermal_RadiometricThermal_WedNov05173017272552.zip,,,,,19.06,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b87e8fd93b3e3199dbbe3.zip,,,,,560.99,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b8732dbfc052850165f12.zip,,,,,552.21,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b87d77d47d5e94d17d4e5.zip,,,,,2.6,GB
3E4065FE,Cell 7,E:\,0,File,RGBCapture_Orthomosaic_WedNov05210809645272.zip,,,,,138.5,MB
3E4065FE,Cell 7,E:\,0,File,Map1_Orthomosaic_WedNov05202204716331.zip,,,,,106.2,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b8734c77233600edb6ac3.zip,,,,,539.49,MB
3E4065FE,Cell 7,E:\,0,File,Map2_RadiometricThermal_WedNov05172716478254.zip,,,,,17.04,MB
3E4065FE,Cell 7,E:\,0,File,ThermalCapture_RadiometricThermal_WedNov05191949246587.zip,,,,,5.4,MB
3E4065FE,Cell 7,E:\,0,File,RGB_Orthomosaic_WedNov05201535032653.zip,,,,,534.17,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b8733d804c04c0223bb27.zip,,,,,131.02,MB
3E4065FE,Cell 7,E:\,0,File,DronePhotos_Orthomosaic_WedNov05172723443308.zip,,,,,56.03,MB
3E4065FE,Cell 7,E:\,0,File,RGB_Orthomosaic_WedNov05172252247124.zip,,,,,246.0,MB
3E4065FE,Cell 7,E:\,0,File,DronePhotos_Orthomosaic_WedNov05205812717022.zip,,,,,45.11,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b8735fd93b3e3199dbbce.zip,,,,,217.41,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b87e72dce2ea36fa420b4.zip,,,,,1.12,GB
3E4065FE,Cell 7,E:\,0,File,Thermal2_RadiometricThermal_WedNov05202544843433.zip,,,,,57.31,MB
3E4065FE,Cell 7,E:\,0,File,DronePhotos_Orthomosaic_WedNov05173422890604.zip,,,,,51.48,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b873659e564e7a3d11fad.zip,,,,,115.7,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b87d389052cd537ac3ba2.zip,,,,,5.28,GB
3E4065FE,Cell 7,E:\,0,File,Thermal_Thermal_WedNov05173838805442.zip,,,,,76.14,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b87fa29f29c915266a29c.zip,,,,,726.73,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b87371e3f9b102197c1d5.zip,,,,,52.62,MB
3E4065FE,Cell 7,E:\,0,File,ThermalLow_RadiometricThermal_WedNov05173439332462.zip,,,,,133.33,MB
3E4065FE,Cell 7,E:\,0,File,ThermalCapture_RadiometricThermal_WedNov05203630912679.zip,,,,,13.88,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b87ec61307887471ebb16.zip,,,,,1.86,GB
3E4065FE,Cell 7,E:\,0,File,Map1_Orthomosaic_WedNov05180058633021.zip,,,,,237.59,MB
3E4065FE,Cell 7,E:\,0,File,Thermal4_RadiometricThermal_WedNov05211359779097.zip,,,,,20.54,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b873a192305858f339e48.zip,,,,,1007.19,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b87ee95add6decfc5081c.zip,,,,,1.79,GB
3E4065FE,Cell 7,E:\,0,File,Map1_Orthomosaic_WedNov05172231652998.zip,,,,,229.52,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b87e71e3f9b102197c1e1.zip,,,,,3.08,GB
3E4065FE,Cell 7,E:\,0,File,Map1_RadiometricThermal_WedNov05174315319198.zip,,,,,9.99,MB
3E4065FE,Cell 7,E:\,0,File,RGBLowLevelOrtho_Orthomosaic_WedNov05191242964660.zip,,,,,1.15,GB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b872fb83ee49a3e13633b.zip,,,,,9.04,GB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b87f9fd93b3e3199dbbe6.zip,,,,,1.51,GB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b873c60a230f317f6c251.zip,,,,,452.7,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b87f193d9f31c8cb979aa.zip,,,,,1.47,GB
3E4065FE,Cell 7,E:\,0,File,Map1_Orthomosaic_WedNov05173209759148.zip,,,,,225.93,MB
3E4065FE,Cell 7,E:\,0,File,HighLevelOrtho_Orthomosaic_WedNov05174622522230.zip,,,,,372.14,MB
3E4065FE,Cell 7,E:\,0,File,Map1_RadiometricThermal_WedNov05172125891588.zip,,,,,12.0,MB
3E4065FE,Cell 7,E:\,0,File,DronePhotos_Orthomosaic_WedNov05205325397299.zip,,,,,73.88,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b873e7eab14f927e272e6.zip,,,,,412.63,MB
3E4065FE,Cell 7,E:\,0,File,DronePhotos_Orthomosaic_WedNov05205122835435.zip,,,,,57.72,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b873d1808b8fb48e8f82b.zip,,,,,941.96,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b87f0d9a571d6df6b6c7b.zip,,,,,3.7,GB
3E4065FE,Cell 7,E:\,0,File,AOI2180AGL_Orthomosaic_WedNov05182810204244.zip,,,,,2.37,GB
3E4065FE,Cell 7,E:\,0,File,DronePhotos_Orthomosaic_WedNov05173503841017.zip,,,,,71.97,MB
3E4065FE,Cell 7,E:\,0,File,Map1_Orthomosaic_WedNov05172035259912.zip,,,,,17.64,GB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b87feee390d50bfc71bad.zip,,,,,1.18,GB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b8730d58807571bbd9004.zip,,,,,12.09,GB
3E4065FE,Cell 7,E:\,0,File,DronePhotos_Orthomosaic_WedNov05202352137034.zip,,,,,53.64,MB
3E4065FE,Cell 7,E:\,0,File,Map1_Orthomosaic_WedNov05174525949433.zip,,,,,835.26,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b87fdc83e547e64b132a3.zip,,,,,2.21,GB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b8741d31c2c7d2aad1359.zip,,,,,1.69,GB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b8802a57b3b0da1bdf7ac.zip,,,,,2.09,GB
3E4065FE,Cell 7,E:\,0,File,Thermal_RadiometricThermal_WedNov05172114774648.zip,,,,,51.01,MB
3E4065FE,Cell 7,E:\,0,File,DronePhotos_Orthomosaic_WedNov05201755071421.zip,,,,,61.3,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b874250eb86c88f648a65.zip,,,,,742.0,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b880036820ff80d53d655.zip,,,,,2.83,GB
3E4065FE,Cell 7,E:\,0,File,RGB_Orthomosaic_WedNov05172725288873.zip,,,,,434.91,MB
3E4065FE,Cell 7,E:\,0,File,DronePhotos_Orthomosaic_WedNov05191344935844.zip,,,,,67.37,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b8742a12685d39131ddd0.zip,,,,,769.0,MB
3E4065FE,Cell 7,E:\,0,File,DronePhotos_Orthomosaic_WedNov05174744001399.zip,,,,,45.36,MB
3E4065FE,Cell 7,E:\,0,File,RGBCapture_Orthomosaic_WedNov05194215590830.zip,,,,,277.89,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b8804da6b4e5019f8a123.zip,,,,,2.78,GB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b8745c42d9dd7ade88a71.zip,,,,,880.89,MB
3E4065FE,Cell 7,E:\,0,File,DronePhotos_Orthomosaic_WedNov05210441015632.zip,,,,,89.95,MB
3E4065FE,Cell 7,E:\,0,File,ThermalCapture_RadiometricThermal_WedNov05180236226542.zip,,,,,15.15,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b88080c3439c2501b9983.zip,,,,,2.25,GB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b87445eb61b82c6b79ca8.zip,,,,,201.56,MB
3E4065FE,Cell 7,E:\,0,File,DronePhotos_Orthomosaic_WedNov05210053135005.zip,,,,,70.63,MB
3E4065FE,Cell 7,E:\,0,File,ThermalCapture_RadiometricThermal_WedNov05172736309222.zip,,,,,11.75,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b880690982806bd77a313.zip,,,,,3.02,GB
3E4065FE,Cell 7,E:\,0,File,AOI1155AGL_Orthomosaic_WedNov05184713107456.zip,,,,,7.43,GB
3E4065FE,Cell 7,E:\,0,File,DronePhotos_Orthomosaic_WedNov05185331803867.zip,,,,,74.02,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b8746d58807571bbd900a.zip,,,,,143.83,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b880af6fa0407c8315ee8.zip,,,,,2.07,GB
3E4065FE,Cell 7,E:\,0,File,RGBCapture_Orthomosaic_WedNov05172127061518.zip,,,,,269.7,MB
3E4065FE,Cell 7,E:\,0,File,DronePhotos_Orthomosaic_WedNov05195839104786.zip,,,,,54.59,MB
3E4065FE,Cell 7,E:\,0,File,RGBCapture_Orthomosaic_WedNov05172407091572.zip,,,,,120.86,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b874793d9f31c8cb9799e.zip,,,,,884.67,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b873f89a0f2e3ee0abb88.zip,,,,,13.74,GB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b8723391f36dd1949f3d5.zip,,,,,34.95,GB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b8740ef473c0247a56924.zip,,,,,39.15,GB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b881130f596765d259dd2.zip,,,,,898.27,MB
3E4065FE,Cell 7,E:\,0,File,DronePhotos_Orthomosaic_WedNov05180726844241.zip,,,,,60.46,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b880fadf25dd03c6c8d9a.zip,,,,,1.9,GB
3E4065FE,Cell 7,E:\,0,File,Map1_Orthomosaic_WedNov05180714279336.zip,,,,,339.0,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b881390aeb648ea7bd0b8.zip,,,,,1.67,GB
3E4065FE,Cell 7,E:\,0,File,Map2_RadiometricThermal_WedNov05173609681682.zip,,,,,27.28,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b88176aaaf71a4fd2276e.zip,,,,,2.27,GB
3E4065FE,Cell 7,E:\,0,File,ThermalCapture_RadiometricThermal_WedNov05172908756632.zip,,,,,5.5,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b88196b99ccd17d1b7836.zip,,,,,2.19,GB
3E4065FE,Cell 7,E:\,0,File,Thermal_RadiometricThermal_WedNov05180500312041.zip,,,,,12.32,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b881dcfdf96ed7fdf3a40.zip,,,,,1.43,GB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b87485eb61b82c6b79cab.zip,,,,,67.27,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b881b91c6af042f6d7967.zip,,,,,2.41,GB
3E4065FE,Cell 7,E:\,0,File,DroneCapture_Orthomosaic_WedNov05172759672728.zip,,,,,76.91,MB
3E4065FE,Cell 7,E:\,0,File,DronePhotos_Orthomosaic_WedNov05183151660995.zip,,,,,74.02,MB
3E4065FE,Cell 7,E:\,0,File,RGB_Orthomosaic_WedNov05191114021921.zip,,,,,81.68,MB
3E4065FE,Cell 7,E:\,0,File,DronePhotos_Orthomosaic_WedNov05202451967451.zip,,,,,78.88,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b874fd9a571d6df6b6c6d.zip,,,,,176.28,MB
3E4065FE,Cell 7,E:\,0,File,DronePhotos_Orthomosaic_WedNov05174949260302.zip,,,,,53.92,MB
3E4065FE,Cell 7,E:\,0,File,DroneCapture_Orthomosaic_WedNov05191240929435.zip,,,,,98.26,MB
3E4065FE,Cell 7,E:\,0,File,Map1_Orthomosaic_WedNov05174918720735.zip,,,,,62.7,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b874e762460729a6bf294.zip,,,,,212.83,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b881c192305858f339e5e.zip,,,,,651.88,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b8749cfdf96ed7fdf3a31.zip,,,,,396.24,MB
3E4065FE,Cell 7,E:\,0,File,DronePhotos_Orthomosaic_WedNov05203126444627.zip,,,,,76.86,MB
3E4065FE,Cell 7,E:\,0,File,RGBOrtho_Orthomosaic_WedNov05193213590396.zip,,,,,293.72,MB
3E4065FE,Cell 7,E:\,0,File,RGBOrtho_Orthomosaic_WedNov05194513424143.zip,,,,,171.42,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b8826ee390d50bfc71bb3.zip,,,,,716.02,MB
3E4065FE,Cell 7,E:\,0,File,DronePhotos_Orthomosaic_WedNov05175217841003.zip,,,,,76.49,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b88220ffa4b22ee6de4c5.zip,,,,,1.72,GB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b874db83ee49a3e13633e.zip,,,,,694.41,MB
3E4065FE,Cell 7,E:\,0,File,DronePhotos_Orthomosaic_WedNov05195859936036.zip,,,,,48.21,MB
3E4065FE,Cell 7,E:\,0,File,ThermalDetail_RadiometricThermal_WedNov05172148006110.zip,,,,,16.02,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b881fc50f7386abc5dcbd.zip,,,,,1.78,GB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b8753596febb55a91c861.zip,,,,,143.15,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b8824585edb61d2afb685.zip,,,,,2.53,GB
3E4065FE,Cell 7,E:\,0,File,RGB_Orthomosaic_WedNov05172933206067.zip,,,,,96.77,MB
3E4065FE,Cell 7,E:\,0,File,DronePhotos_Orthomosaic_WedNov05172853617131.zip,,,,,74.91,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b87517718cafbe547ab3f.zip,,,,,884.55,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b883bf299ecef0f92526f.zip,,,,,1.0,GB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b87521e3f9b102197c1d8.zip,,,,,537.02,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b8754c42d9dd7ade88a74.zip,,,,,136.54,MB
3E4065FE,Cell 7,E:\,0,File,DronePhotos_Orthomosaic_WedNov05173728221521.zip,,,,,80.4,MB
3E4065FE,Cell 7,E:\,0,File,Thermal100ft_RadiometricThermal_WedNov05172214663719.zip,,,,,25.42,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b882890aeb648ea7bd0bb.zip,,,,,1.55,GB
3E4065FE,Cell 7,E:\,0,File,DronePhotos_Orthomosaic_WedNov05201733093933.zip,,,,,61.71,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b882a5eb61b82c6b79cbb.zip,,,,,2.76,GB
3E4065FE,Cell 7,E:\,0,File,Lead1_RadiometricThermal_WedNov05173245059776.zip,,,,,13.58,MB
3E4065FE,Cell 7,E:\,0,File,DronePhotos_Orthomosaic_WedNov05205634865845.zip,,,,,91.78,MB
3E4065FE,Cell 7,E:\,0,File,Thermal150ft_RadiometricThermal_WedNov05202521538390.zip,,,,,25.41,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b89fe59e564e7a3d11fcc.zip,,,,,5.55,GB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b878f9bb55946277ce28b.zip,,,,,711.45,MB
3E4065FE,Cell 7,E:\,0,File,DronePhotos_Orthomosaic_WedNov05193309698164.zip,,,,,61.82,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b87570ffa4b22ee6de4ad.zip,,,,,133.38,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b882e89a0f2e3ee0abb9c.zip,,,,,1.89,GB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b87567a7822e869e32b84.zip,,,,,293.32,MB
3E4065FE,Cell 7,E:\,0,File,DronePhotos_Orthomosaic_WedNov05205444103807.zip,,,,,60.35,MB
3E4065FE,Cell 7,E:\,0,File,Thermal2_RadiometricThermal_WedNov05175516694022.zip,,,,,244.17,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b8830ef60bd405395d6da.zip,,,,,1.92,GB
3E4065FE,Cell 7,E:\,0,File,ThermalWaterOff_RadiometricThermal_WedNov05200029417911.zip,,,,,250.24,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b875181057aa8b2a8ce02.zip,,,,,1.25,GB
3E4065FE,Cell 7,E:\,0,File,DronePhotos_Orthomosaic_WedNov05203604327344.zip,,,,,76.36,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b882c1e3f9b102197c1e8.zip,,,,,2.94,GB
3E4065FE,Cell 7,E:\,0,File,DronePhotos_Orthomosaic_WedNov05181211531594.zip,,,,,53.69,MB
3E4065FE,Cell 7,E:\,0,File,RGB_Orthomosaic_WedNov05172218384695.zip,,,,,791.71,MB
3E4065FE,Cell 7,E:\,0,File,DronePhotos_Orthomosaic_WedNov05203942932438.zip,,,,,62.85,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b8757b83ee49a3e136341.zip,,,,,1.61,GB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b88376cdd25eb75574ad7.zip,,,,,1.77,GB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b8759a511635c4b0676ed.zip,,,,,1.54,GB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b883d63703440485922a3.zip,,,,,995.7,MB
3E4065FE,Cell 7,E:\,0,File,Map1_Orthomosaic_WedNov05191730076544.zip,,,,,1.44,GB
3E4065FE,Cell 7,E:\,0,File,RGB_Orthomosaic_WedNov05172939637220.zip,,,,,91.81,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b8790585edb61d2afb67d.zip,,,,,2.56,GB
3E4065FE,Cell 7,E:\,0,File,Map1_RadiometricThermal_WedNov05203146232453.zip,,,,,5.89,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b875a91c6af042f6d795c.zip,,,,,5.2,GB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b89d1c587bc6bf34ffc26.zip,,,,,310.89,MB
3E4065FE,Cell 7,E:\,0,File,Map1_Orthomosaic_WedNov05201851599201.zip,,,,,4.15,GB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b8835361e830ddf97449d.zip,,,,,2.52,GB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b875b93d9f31c8cb979a1.zip,,,,,8.02,GB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b88401e3f9b102197c1ee.zip,,,,,662.18,MB
3E4065FE,Cell 7,E:\,0,File,SpringdaleARSouth_Orthomosaic_WedNov05221552730027.zip,,,,,13.61,GB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b883ec6ee021eb44e7b6f.zip,,,,,287.5,MB
3E4065FE,Cell 7,E:\,0,File,RGB_Orthomosaic_WedNov05172610163564.zip,,,,,88.17,MB
3E4065FE,Cell 7,E:\,0,File,Map2_RadiometricThermal_WedNov05172942909157.zip,,,,,69.29,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b875f297fe169d5c4333b.zip,,,,,980.12,MB
3E4065FE,Cell 7,E:\,0,File,Map1_Orthomosaic_WedNov05172934734663.zip,,,,,497.73,MB
3E4065FE,Cell 7,E:\,0,File,Thermal_RadiometricThermal_WedNov05202104785855.zip,,,,,12.25,MB
3E4065FE,Cell 7,E:\,0,File,DronePhotos_Orthomosaic_WedNov05191900086555.zip,,,,,49.38,MB
3E4065FE,Cell 7,E:\,0,File,ThermalCapture_RadiometricThermal_WedNov05173629576480.zip,,,,,121.5,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b883989a0f2e3ee0abb9f.zip,,,,,2.77,GB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b87600ffa4b22ee6de4b0.zip,,,,,325.95,MB
3E4065FE,Cell 7,E:\,0,File,DronePhotos_Orthomosaic_WedNov05193516449546.zip,,,,,81.16,MB
3E4065FE,Cell 7,E:\,0,File,RGBCapture_Orthomosaic_WedNov05172610080265.zip,,,,,85.87,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b88325237c13b85f827fe.zip,,,,,3.94,GB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b87625689e90affd39064.zip,,,,,839.31,MB
3E4065FE,Cell 7,E:\,0,File,DronePhotos_Orthomosaic_WedNov05200011244989.zip,,,,,33.65,MB
3E4065FE,Cell 7,E:\,0,File,ThermalCapture_RadiometricThermal_WedNov05182205450901.zip,,,,,6.41,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b88459ef38fcacc8522a1.zip,,,,,691.6,MB
3E4065FE,Cell 7,E:\,0,File,SpringdaleARNorth_Orthomosaic_WedNov05184751295910.zip,,,,,13.68,GB
3E4065FE,Cell 7,E:\,0,File,DronePhotos_Orthomosaic_WedNov05205715352674.zip,,,,,34.21,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b876112cee6bb74dd7b93.zip,,,,,130.73,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b884950eb86c88f648a80.zip,,,,,573.74,MB
3E4065FE,Cell 7,E:\,0,File,Map1_Orthomosaic_WedNov05172634955854.zip,,,,,406.85,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b8847312ee30b8fccfeef.zip,,,,,952.19,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b87880ffa4b22ee6de4b3.zip,,,,,2.87,GB
3E4065FE,Cell 7,E:\,0,File,DronePhoto_Orthomosaic_WedNov05201048308604.zip,,,,,32.8,MB
3E4065FE,Cell 7,E:\,0,File,ThermalCapture_RadiometricThermal_WedNov05172618833945.zip,,,,,44.12,MB
3E4065FE,Cell 7,E:\,0,File,DronePhotos_Orthomosaic_WedNov05191844614986.zip,,,,,57.13,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b8763adf25dd03c6c8d8d.zip,,,,,2.51,GB
3E4065FE,Cell 7,E:\,0,File,Quad14_RadiometricThermal_WedNov05174613185840.zip,,,,,11.46,MB
3E4065FE,Cell 7,E:\,0,File,RGBCapture_Orthomosaic_WedNov05192622429175.zip,,,,,66.59,MB
3E4065FE,Cell 7,E:\,0,File,DronePhotos_Orthomosaic_WedNov05195010220436.zip,,,,,42.99,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b8764391f36dd1949f3e0.zip,,,,,1.14,GB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b8848bd6baf7ea2797de9.zip,,,,,951.3,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b8766ef473c0247a56929.zip,,,,,387.32,MB
3E4065FE,Cell 7,E:\,0,File,DronePhotos_Orthomosaic_WedNov05202655544139.zip,,,,,164.29,MB
3E4065FE,Cell 7,E:\,0,File,ThermalCapture_RadiometricThermal_WedNov05192651893165.zip,,,,,4.14,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b884ff9ead6aead4d99e3.zip,,,,,708.32,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b878b50eb86c88f648a6c.zip,,,,,216.59,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b884cdbfc052850165f1e.zip,,,,,873.68,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b876581b35c92fd329b3e.zip,,,,,108.05,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b8841312ee30b8fccfeec.zip,,,,,2.73,GB
3E4065FE,Cell 7,E:\,0,File,ThermalCapture_RadiometricThermal_WedNov05172249715105.zip,,,,,13.35,MB
3E4065FE,Cell 7,E:\,0,File,DronePhotos_Orthomosaic_WedNov05192016192330.zip,,,,,179.65,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b880c8c986b00adaa977e.zip,,,,,2.38,GB
3E4065FE,Cell 7,E:\,0,File,DronePhotos_Orthomosaic_WedNov05201204703802.zip,,,,,50.48,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b876837de22152d5e9135.zip,,,,,701.67,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b8843a57b3b0da1bdf7b0.zip,,,,,3.59,GB
3E4065FE,Cell 7,E:\,0,File,RGBCaptureTwilight_Orthomosaic_WedNov05172336224342.zip,,,,,51.03,MB
3E4065FE,Cell 7,E:\,0,File,DronePhotos_Orthomosaic_WedNov05173021531477.zip,,,,,71.6,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b87cb12cee6bb74dd7b9f.zip,,,,,152.63,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b8859ef60bd405395d6e0.zip,,,,,858.24,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b8767ba974df208eec8de.zip,,,,,105.11,MB
3E4065FE,Cell 7,E:\,0,File,ThermalMap_RadiometricThermal_WedNov05173034525318.zip,,,,,15.23,MB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b875ce21a0d13d1fdf40e.zip,,,,,24.22,GB
3E4065FE,Cell 7,E:\,0,File,source_data_export_690b885b57254fa2eee68957.zip,,,,,996.09,MB
3E4065FE,Cell 7,E:\,0,File,RGBCompleteCapture_Orthomosaic_WedNov05172251616846.zip,,,,,1.02,GB
3E4065FE,Cell 7,E:\,0,File,RGB_Orthomosaic_WedNov05173950780231.zip,,,,,176.68,MB
